confidant,who," I don’t want people thinking I can’t handle it.","I don't want to tell anyone about it. I don't want to look weak","I don’t want people thinking I'm weak to handle this.","If I tell someone, it’s like showing I'm weaker than them."
confidant,why,maybe the situation will get worse,"I don't want the bullying to get worse", otherwise it will only get worse,"it might get worse I think"
confidant,how,maybe I can do it after school. then no one is there, I can ask her after school. then there is no one around, maybe after school or something, maybe after school... then there is no one around
confidant,where,maybe I can do it after school., I can ask her after school. , maybe after school or something, maybe after school...
confidant,feeling,Better I think,"I'm not sure but I'll try. I just want to feel safe", Hopefully better :),"I'm not sure but I think it would be fine"
confidant,say,That I am being bullied and I want it to stop,I am going to tell her about the bullying and that I want it to stop,That I am being bullied and stuff,"That I don't want to be bullied"
confidant,when,Maybe I can talk to her tomorrow.,"I'll talk to her tomorrow",tomorrow I think...,"I'll try tomorrow"
help,how,what could Miss Ellie do about it?,how can my teacher help me?,what could my teacher do about it?,what could Miss Ellie do about it?
help,severity,"won't the situation get worse?","won't the situation get worse if I tell her?","won't the bullying get worse?","won't it get worse?"
help,say,what should I tell her?,what should I say?,what do I say?,what should I say to her?
ack,positive,yes,yeah,yesss,yes!
ack,neutral,:),okay,ok,:))))
ack,negative,:(,no,no,nooo
ack,empathize,:(,:(((((,thanks :(,:(
ack,compliment,:))),thank yooou,:),thank yooou
ack,uninterested,"I don't want to talk about that","I don't want to talk about it","I don't want to talk about this","I don't want to talk about that"
ack,helpful,Yes I will try. thanks,Yes. Thank you!,yes thank you, Yessss
ack,unhelpful,.....,:(,:(,:(((
ack,noquestions,"no, thank you","No, thank youu","Thank you!","No, thank you"
ack,cannot,"no. I don't dare","No, I don't dare","No, I just don't dare","No, I don't dare."
ack,unknown,"I'm not sure","I don't know.",No idea,I have no idea
ack,notfound,"I don't understand what you mean","I don't understand what you mean","I don't understand what you mean","I don't understand what you mean"
meta,active,yesssss,"yes I'm still here",yeah,yeeesss
