goal,howkt,"I hope they be nice, so no one else feels like this.",I want them to stop bullying me and other, I wish they care about others and stop bullying, I hope they don't hurt anyone else
goal,howchild,"I don't want to tell anyone, otherwise my classmates might be expelled","The bullies might hurt others if I told about them","I don't want them to be harmed or expelled.","I’m afraid of what will happen to other children."
goal,confidant,"nobody. I'm afraid they might be expelled","I haven't told anyone about it.  I don’t want to get my classmates in trouble.","I haven't talked to anyone about it yet. Otherwise they might bully others as well","I didn't tell anyone. I don't want them to bully others"
evoking,values, "I wish they stop bullying and care about other", "I don’t want anyone to be hurt.","I wish they would understand how much it affects others.","I want things to be better for everyone."
evoking,misconception, then they will not hurt anyone and they will not be expelled, "Maybe staying quiet is the best way to keep everyone safe.","If I tell, they might just bully someone else.","I don’t want anyone to get in trouble because of me."
reflecting,misconception, maybe they will keep bullying me and others even if I don't tell ,"Maybe they will continue bullying and grow up to be criminals.","If I stay quiet, they might start bullying someone even younger","maybe they will think it's okay to keep bullying other kids too"
evoking,alternative, "Maybe telling someone will stop them from hurting others, not just me.","If I talk to someone, maybe they can help to protect everyone.","Maybe I can tell someone so that no other kids get hurt too.","If I tell, maybe they’ll learn that hurting people isn’t okay and they don't grow up to be criminals."
reflecting,alternative, "If I speak up, others will be safe too.","Maybe telling someone will help them understand it’s wrong.","If they get help, they might change and not hurt others anymore.","If I tell, everyone will be safe."
planning,misconception,"I don't want to tell anyone, otherwise my classmates might be expelled","They might hurt others if I told about them","I don't want them to be harmed or expelled.","I’m afraid of what will happen to other children."
planning,alternative, "when they tease me, I will tell my teacher about it so she can help without punishing them.", I will tell my teacher tomorrow about them and that I don't want them to be expelled, "I’ll tell someone to keep everyone safe from bullying.","I will tell someone so things get better, not worse."
planning,how, "when they tease me, I will tell my teacher about it so she can help without punishing them.", I will tell my teacher tomorrow about them and that I don't want them to be expelled, "I’ll tell someone to keep everyone safe from bullying.","I will tell someone so things get better, not worse."
planning,feeling, "Better and happy for others, I think", "It will feel good to help everyone.","I will feel happy that I did something good for everyone.","I will feel like I’m making things better for everyone."
confidant,who,"I think Miss Ellie is sweet but I don't dare tell her","I do have my teacher. I might be able to talk to her","I do have Miss Ellie. I think she's super nice :))))","I like Miss Ellie, but I'm a bit afraid to tell her."
confidant,why,maybe the situation will get worse for others,"I don't want the bullying to get worse, otherwise my classmates might be expelled", otherwise bullying will only get worse for others,"maybe then they will bully others too"
confidant,how,maybe I can do it after school. then no one is there, I can ask her after school. then there is no one around, maybe after school or something, maybe after school... then there is no one around
confidant,where,maybe I can do it after school., I can ask her after school. , maybe after school or something, maybe after school...
confidant,feeling,Better I think,"I'm not sure but I'll try. I just want to feel safe", Hopefully better :),"I'm not sure but I think it would be fine"
confidant,say,That I am being bullied and I want it to stop,I am going to tell her about the bullying and that I want it to stop,That I am being bullied and stuff,"That I don't want to be bullied"
confidant,when,Maybe I can talk to her tomorrow.,"I'll talk to her tomorrow",tomorrow I think...,"I'll try tomorrow"
help,how,what could Miss Ellie do about it?,how can my teacher help me?,what could my teacher do about it?,what could Miss Ellie do about it?
help,severity,"won't the situation get worse?","won't the situation get worse if I tell her?","won't the bullying get worse?","won't it get worse?"
help,say,what should I tell her?,what should I say?,what do I say?,what should I say to her?
ack,positive,yes,yeah,yesss,yes!
ack,neutral,:),okay,ok,:))))
ack,negative,:(,no,no,nooo
ack,empathize,:(,:(((((,thanks :(,:(
ack,compliment,:))),thank yooou,:),thank yooou
ack,uninterested,"I don't want to talk about that","I don't want to talk about it","I don't want to talk about this","I don't want to talk about that"
ack,helpful,Yes I will try. thanks,Yes I will talk to Miss Ellie tomorrow. Thank you!,yes thank you, Yessss
ack,unhelpful,.....,:(,:(,:(((
ack,noquestions,"no, thank you","No, I will talk to Miss Ellie tomorrow","Thank you!","No, thank you"
ack,cannot,"no. I don't dare","No, I don't dare","No, I just don't dare","No, I don't dare."
ack,unknown,"I'm not sure","I don't know.",No idea,I have no idea
ack,notfound,"I don't understand what you mean","I don't understand what you mean","I don't understand what you mean","I don't understand what you mean"
meta,active,yesssss,"yes I'm still here",yeah,yeeesss
